cast,genres,movie_id,original_title,plot
[],"['Documentary', 'Family']",14358,Mad Hot Ballroom,"Eleven-year-old New York City public school kids journey into the world of ballroom dancing and reveal pieces of themselves and their world along the way. Told from their candid, sometimes hilarious perspectives, these kids are transformed, from reluctant participants to determined competitors, from typical urban kids to ""ladies and gentlemen,"" on their way to try to compete in the final citywide. "
"['Peter Dinklage', 'Patricia Clarkson', 'Bobby Cannavale']","['Drama', 'Comedy']",2056,The Station Agent,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss. "
"['Randy Wayne', 'Deja Kreutzberg', 'Joshua Weigel']",['Drama'],41144,To Save A Life,"Jake Taylor has everything. He has a beautiful girl, he's the champion in basketball and beer pong, and everyone loves him. Then, an old childhood friend, whom Jake used to be friends with, commits suicide. Jake begins to think. He wonders what he could've done to save his friend's life. A youth minister tells him that Jake needs God. So Jake becomes a Christian. However, things begin to spin out of control. His dad is cheating on his mom, his girlfriend is pregnant, and his former friends ridicule and mock him. During all this, Jake is going to realize just what it means to be a Christian and how, to save a life. "
"['Will Shortz', 'Merl Reagle', 'Tyler Hinman']",['Documentary'],35199,Wordplay,"From the masters who create the mind-bending diversions to the tense competition at the American Crossword Puzzle Tournament, Patrick Creadon's documentary reveals a fascinating look at a decidedly addictive pastime. Creadon captures New York Times editor Will Shortz at work, talks to celebrity solvers -- including Bill Clinton and Ken Burns -- and presents an intimate look at the national tournament and its competitors. "
"['Mick Foley', 'Terry Funk', 'Vince McMahon']",['Documentary'],14271,Beyond the Mat,"Beyond the Mat is a 1999 professional wrestling documentary, directed by Barry W. Blaustein. The movie focuses on the lives of professional wrestlers outside of the ring, especially Mick Foley, Terry Funk, and Jake Roberts. The film heavily focuses on the World Wrestling Federation (WWF), often criticizing it and its chairman Vince McMahon. It also follows Extreme Championship Wrestling, it's rise in popularity, and many other independent wrestlers and organizations. "
"['Will Swenson', 'Connie Young', 'Daryn Tufts']","['Comedy', 'Drama', 'Family']",16653,The Singles Ward,"When Jonathan Jordan gets divorced he's thrust back into the world of being a single Mormon - a world who's ultimate goal is eternal marriage. Struggling to fit in, Jonathan decides to stop going to church only to be pursued by the members of the local singles ward who want to reactivate him. Nothing works until Jonathan falls for Cammie Giles, the ward activities director. Suddenly, going to church becomes much more appealing, But is he going for the right reasons? "
"['Marina Golbahari', 'Arif Herati', 'Zubaida Sahar']",['Drama'],14757,Osama,Teenage girl Osama cuts her hair and dresses like a boy to get a job and support her widowed mother and grandmother. When Osama is called by the Taliban to join school and military training she embarks on a terrifying and confusing journey as she tries to keep the Taliban from finding out her true identity. 
"['Rachel Dratch', 'Hillel Halkin', 'Jason Kravitz']",['Documentary'],84401,Sholem Aleichem: Laughing In The Darkness,"A riveting portrait of the great writer whose stories became the basis of the Broadway musical Fiddler on the Roof. Sholem Aleichem: Laughing in the Darkness tells the tale of the rebellious genius who created an entirely new literature. Plumbing the depths of a Jewish world locked in crisis and on the cusp of profound change, he captured that world with brilliant humor. Sholem Aleichem was not just a witness to the creation of a new modern Jewish identity, but one of the very men who forged it. "
"['Hamish Linklater', 'Denny Kirkwood', 'Mackenzie Firgens']","['Drama', 'Music', 'Romance']",23655,Groove,An inside look into one night in the San Francisco underground rave scene. 
['Kirby Heyborne'],"['Comedy', 'Crime', 'Family']",36825,The R.M.,"Jared Phelps (Kirby Heyborne) has completed two years of full-time missionary service for The Church of Jesus Christ of Latter-day Saints. His mission president has promised him that he will be blessed for his service, and he thinks he has it all worked out. His girlfriend has waited for him. His boss promised that he could have his old job back, and he has already sent his application to BYU. Everything that can go wrong does go wrong. His girlfriend dumps him. His loses his job, and he isn't accepted to BYU. Then, it gets even worse, and he has to decide if choosing the right is worth all the trouble. "
"['Mark Polish', 'Michael Polish', 'Michele Hicks']","['Drama', 'Romance']",33430,Twin Falls Idaho,"Francis and Blake Falls are Siamese twins who live in a neat little room in a rundown hotel. While sharing some organs, Blake is always fit and Francis is very sickly. Into their world comes a young lady, who turns their world upside down. She gets involved with Blake, and convinces the two to attend a Halloween party, where they can pass themselves off as wearing a costume. Eventually Francis becomes really ill, and they have to be separated. They then face the physical and mental strains that come from their proposed separation. "
"['Rory Culkin', 'Scott Mechlowicz', 'Trevor Morgan']","['Crime', 'Drama']",12281,Mean Creek,"Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions. "
"['Brendan Sexton III', 'Antoine McLean', 'Mtume Gant']","['Romance', 'Crime', 'Drama']",125052,Hurricane Streets,"Marcus is a kid on Manhattan's mean streets. He's turning 15, his father is dead, his mother is in prison for smuggling undocumented aliens. His grandmother is raising him. He has four close buddies who have a basement clubhouse; they shoplift and sell the wares to kids. One is moving toward selling drugs. Marcus wants to take a breather from the city and visit family in New Mexico. He also meets Melena, 14, a sweet kid who dreams of going to Alaska; her father is not just protective but angry and uncommunicative. The gang pressures Marcus to move up to burglary and car theft. He just wants to breathe open air. Can anything go right? "
"['Jeffrey Tambor', 'Jill Clayburgh', 'Caroline Aaron']","['Comedy', 'Romance']",96238,Never Again,Two people who have pledged never to fall in love again then discover each other in a gay bar. 
"['LisaRaye McCoy', ""N'Bushe Wright"", 'Monica Calhoun']","['Crime', 'Drama', 'Thriller']",30246,Civil Brand,"Forced to work under slave-like conditions in a ""prison for profit"" program, the inmates of a mostly-African-American female prison, Whitehead Correctional, try to take over the institution. At the core of the story is Frances, who finds herself in prison after being falsely convicted of murder, and who is told that her baby has been murdered, sparking her to lead her fellow inmates in the protest "
"['Casey Affleck', 'Kevin Corrigan', 'Liv Tyler']","['Comedy', 'Drama', 'Romance']",7301,Lonesome Jim,"Failing to make it on his own, 27-year-old Jim moves back in with his parents and deals with crippling family obligations. "
"['Olivia Wilde', 'Jake Johnson', 'Anna Kendrick']","['Romance', 'Drama']",172533,Drinking Buddies,"Weekend trips, office parties, late night conversations, drinking on the job, marriage pressure, biological clocks, holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? Beer. "
"['Ricky Jay', 'Dick Cavett', 'Winston Simon']",['Documentary'],180383,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,The life and career of renowned magician and sleight of hand artist Ricky Jay. 
"['Toshirō Mifune', 'Takashi Shimura', 'Yoshio Inaba']","['Action', 'Drama']",346,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village. "
"['Greg Speirs', 'Jim Lampley', 'Bill Walton']",['Documentary'],84318,Kita svajonių komanda,"The incredible story of the 1992 Lithuanian basketball team, whose athletes struggled under Soviet rule, became symbols of Lithuania's independence movement, and – with help from the Grateful Dead – triumphed at the Barcelona Olympics. "
"['Brad Pitt', 'Calvin Levels', 'Catherine Keener']","['Comedy', 'Romance']",45145,Johnny Suede,A struggling young musician and devoted fan of Ricky Nelson wants to be just like his idol and become a rock star. 
"['Roger Fan', 'Sung Kang', 'Monique Gabriela Curnen']",['Comedy'],13983,Finishing The Game,"In 1973, martial arts great Bruce Lee died, his final film, Game of Death, left unfinished. With the public hungry for more Lee, movie execs decide to find a replacement. This outrageous satire looks at the entire process, from the oddball candidates to the greed and racial motivations that drive the final decision. There's big business in the movies, and Finishing the Game skewers it with an eye for '70s detail. "
